FID,gis_id,ssc_code,ssc_name,lga_code,Total_Employed_Persons_Worked_Full_Time,Percentage_Employed_Persons_Worked_Full_Time,Percentage_Employed_Persons_Worked_Full_Time_Vic,Total_Employed_Persons_Worked_Part_Time,Percentage_Employed_Persons_Worked_Part_Time,Percentage_Employed_Persons_Worked_Part_Time_Vic,Total_Persons_Employed_Away_From_Work,Percentage_Persons_Employed_Away_From_Work,Percentage_Persons_Employed_Away_From_Work_Vic,Total_Persons_Unemployed,Percentage_Persons_Unemployed,Percentage_Persons_Unemployed_Vic,Year
employment_suburb.fid-70a927cd_165b71c4c19_2ec6,906,SSC20906,Fern Hill,LGA22910,33,63.46,58.08,19,36.54,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ec7,764,SSC20764,Donald,LGA21270,302,53.83,58.08,207,36.9,32.02,27,4.81,3.19,25,4.46,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ec8,826,SSC20826,East Wangaratta,LGA26700,24,58.54,58.08,14,34.15,32.02,3,7.32,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ec9,2073,SSC22073,Plumpton,LGA24650,1591,67.88,58.08,532,22.7,32.02,85,3.63,3.19,136,5.8,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2eca,2581,SSC22581,Tyabb,LGA25340,1046,57.5,58.08,662,36.39,32.02,33,1.81,3.19,78,4.29,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ecb,747,SSC20747,Digby,LGA22410,26,60.47,58.08,14,32.56,32.02,0,0,3.19,3,6.98,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ecc,2075,SSC22075,Point Leo,LGA25340,31,45.59,58.08,30,44.12,32.02,3,4.41,3.19,4,5.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ecd,1809,SSC21809,Moyreisk,LGA25810,13,72.22,58.08,5,27.78,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ece,2077,SSC22077,Point Wilson,LGA22750,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ecf,2438,SSC22438,Tarnagulla,LGA23940,15,40.54,58.08,14,37.84,32.02,3,8.11,3.19,5,13.51,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ed0,2515,SSC22515,Tongala,LGA21370,481,56.92,58.08,290,34.32,32.02,29,3.43,3.19,45,5.33,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ed1,921,SSC20921,Flagstaff,LGA21670,17,58.62,58.08,9,31.03,32.02,0,0,3.19,3,10.34,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ed2,2330,SSC22330,St Helens Plains,LGA23190,13,48.15,58.08,10,37.04,32.02,4,14.81,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ed3,750,SSC20750,Dimboola,LGA22980,362,57.64,58.08,199,31.69,32.02,26,4.14,3.19,41,6.53,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ed4,763,SSC20763,Don Valley,LGA27450,149,53.99,58.08,107,38.77,32.02,10,3.62,3.19,10,3.62,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ed5,2083,SSC22083,Pompapiel,LGA23940,16,61.54,58.08,10,38.46,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ed6,2320,SSC22320,St Albans Park,LGA22750,1306,56.34,58.08,805,34.73,32.02,78,3.36,3.19,129,5.57,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ed7,1400,SSC21400,Kurraca,LGA23940,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ed8,753,SSC20753,Dingwall,LGA22250,31,60.78,58.08,13,25.49,32.02,7,13.73,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ed9,1596,SSC21596,Marlbed,LGA21270,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2eda,1640,SSC21640,Mepunga East,LGA25490,24,63.16,58.08,11,28.95,32.02,3,7.89,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2edb,755,SSC20755,Dixie,LGA21830,44,57.14,58.08,26,33.77,32.02,3,3.9,3.19,4,5.19,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2edc,2114,SSC22114,Purdeet,LGA25490,9,75,58.08,3,25,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2edd,2115,SSC22115,Purnim,LGA25490,73,58.87,58.08,38,30.65,32.02,8,6.45,3.19,5,4.03,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ede,1285,SSC21285,Kangaroo Flat,LGA22620,2411,55.55,58.08,1465,33.76,32.02,143,3.29,3.19,321,7.4,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2edf,2091,SSC22091,Port Albert,LGA26810,49,46.67,58.08,38,36.19,32.02,6,5.71,3.19,12,11.43,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ee0,2092,SSC22092,Port Campbell,LGA21830,133,57.08,58.08,77,33.05,32.02,18,7.73,3.19,5,2.15,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ee1,2093,SSC22093,Port Fairy,LGA25490,712,51.9,58.08,509,37.1,32.02,91,6.63,3.19,60,4.37,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ee2,2685,SSC22685,Warragul,LGA20830,4014,55.7,58.08,2487,34.51,32.02,291,4.04,3.19,415,5.76,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ee3,2098,SSC22098,Portland,LGA22410,2092,51.57,58.08,1454,35.84,32.02,203,5,3.19,308,7.59,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ee4,2135,SSC22135,Red Cliffs,LGA24780,1199,56.11,58.08,699,32.71,32.02,89,4.16,3.19,150,7.02,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ee5,758,SSC20758,Docker,LGA26700,47,61.84,58.08,22,28.95,32.02,4,5.26,3.19,3,3.95,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ee6,2099,SSC22099,Portland North,LGA22410,185,53.01,58.08,123,35.24,32.02,25,7.16,3.19,16,4.58,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ee7,2100,SSC22100,Portland West,LGA22410,163,50,58.08,126,38.65,32.02,17,5.21,3.19,20,6.13,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ee8,2688,SSC22688,Warrak,LGA20260,16,51.61,58.08,10,32.26,32.02,0,0,3.19,5,16.13,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ee9,2711,SSC22711,Wattle Bank,LGA20740,42,47.19,58.08,40,44.94,32.02,3,3.37,3.19,4,4.49,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2eea,1926,SSC21926,Newtown,LGA22750,2830,55.53,58.08,1845,36.2,32.02,167,3.28,3.19,254,4.98,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2eeb,2139,SSC22139,Redan,LGA20570,685,52.73,58.08,449,34.57,32.02,44,3.39,3.19,121,9.31,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2eec,1954,SSC21954,North Melbourne,LGA24600,4223,55.64,58.08,2269,29.89,32.02,231,3.04,3.19,867,11.42,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2eed,2142,SSC22142,Redesdale,LGA25430,53,46.9,58.08,51,45.13,32.02,3,2.65,3.19,6,5.31,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2eee,1856,SSC21856,Nalangil,LGA21750,23,48.94,58.08,24,51.06,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2eef,833,SSC20833,Echuca Village,LGA21370,141,53.82,58.08,106,40.46,32.02,7,2.67,3.19,8,3.05,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ef0,849,SSC20849,Elingamite North,LGA21830,32,69.57,58.08,11,23.91,32.02,3,6.52,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ef1,2110,SSC22110,Princes Hill,LGA27350,666,58.32,58.08,387,33.89,32.02,35,3.06,3.19,54,4.73,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ef2,2111,SSC22111,Princetown,LGA21830,82,70.09,58.08,24,20.51,32.02,6,5.13,3.19,5,4.27,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ef3,1837,SSC21837,Murrumbeena,LGA22310,3277,59.07,58.08,1728,31.15,32.02,168,3.03,3.19,375,6.76,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ef4,2113,SSC22113,Pura Pura,LGA20260,15,78.95,58.08,4,21.05,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ef5,759,SSC20759,Dockers Plains,LGA26700,13,46.43,58.08,12,42.86,32.02,3,10.71,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ef6,1967,SSC21967,Nuggetty,LGA25430,8,72.73,58.08,3,27.27,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ef7,765,SSC20765,Doncaster,LGA24210,5423,56.46,58.08,3208,33.4,32.02,233,2.43,3.19,741,7.71,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ef8,2120,SSC22120,Quandong,LGA27260,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ef9,851,SSC20851,Ellaswood,LGA22110,45,48.39,58.08,42,45.16,32.02,3,3.23,3.19,3,3.23,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2efa,22,SSC20022,Alfredton,LGA20570,2596,55.16,58.08,1688,35.87,32.02,161,3.42,3.19,261,5.55,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2efb,18,SSC20018,Alberton,LGA26810,60,50.85,58.08,43,36.44,32.02,5,4.24,3.19,10,8.47,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2efc,19,SSC20019,Alberton West,LGA26810,19,44.19,58.08,16,37.21,32.02,4,9.3,3.19,4,9.3,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2efd,2757,SSC22757,Whitelaw,LGA26170,8,47.06,58.08,9,52.94,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2efe,2166,SSC22166,Rippleside,LGA22750,234,53.18,58.08,175,39.77,32.02,14,3.18,3.19,17,3.86,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2eff,2637,SSC22637,Waldara,LGA26700,179,54.24,58.08,137,41.52,32.02,9,2.73,3.19,5,1.52,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f00,2129,SSC22129,Ravenhall,LGA24650,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f01,1318,SSC21318,Kennington,LGA22620,1319,50.97,58.08,965,37.29,32.02,113,4.37,3.19,191,7.38,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f02,2132,SSC22132,Rawson,LGA20830,43,44.33,58.08,39,40.21,32.02,8,8.25,3.19,7,7.22,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f03,162,SSC20162,Basalt,LGA22910,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f04,2146,SSC22146,Reedy Lake,LGA22250,8,47.06,58.08,9,52.94,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f05,2147,SSC22147,Reefton,LGA27450,13,48.15,58.08,11,40.74,32.02,0,0,3.19,3,11.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f06,2150,SSC22150,Reynard,LGA26810,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f07,2167,SSC22167,Ripponlea,LGA25900,543,61.22,58.08,272,30.67,32.02,22,2.48,3.19,50,5.64,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f08,2169,SSC22169,Riverslea,LGA26810,54,66.67,58.08,24,29.63,32.02,3,3.7,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f09,2170,SSC22170,Robertsons Beach,LGA26810,10,43.48,58.08,3,13.04,32.02,3,13.04,3.19,7,30.43,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f0a,2171,SSC22171,Robinvale,LGA26610,711,62.7,58.08,292,25.75,32.02,53,4.67,3.19,78,6.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f0b,2173,SSC22173,Rochford,LGA24130,13,54.17,58.08,11,45.83,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f0c,2199,SSC22199,Ruby,LGA26170,59,63.44,58.08,30,32.26,32.02,4,4.3,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f0d,2200,SSC22200,Ruffy,LGA26430,33,55,58.08,23,38.33,32.02,4,6.67,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f0e,2230,SSC22230,Scarsdale,LGA22490,179,51.29,58.08,125,35.82,32.02,11,3.15,3.19,34,9.74,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f0f,2176,SSC22176,Rocklyn,LGA22910,7,41.18,58.08,10,58.82,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f10,2179,SSC22179,Rokewood,LGA22490,54,61.36,58.08,24,27.27,32.02,10,11.36,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f11,2258,SSC22258,Sheans Creek,LGA26430,11,52.38,58.08,10,47.62,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f12,1901,SSC21901,Nelse,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f13,1902,SSC21902,Nelson,LGA22410,38,49.35,58.08,29,37.66,32.02,3,3.9,3.19,7,9.09,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f14,21,SSC20021,Alexandra,LGA25620,622,55.14,58.08,391,34.66,32.02,50,4.43,3.19,65,5.76,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f15,2154,SSC22154,Riachella,LGA25810,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f16,2155,SSC22155,Rich Avon,LGA21270,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f17,2156,SSC22156,Rich Avon East,LGA25810,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f18,2157,SSC22157,Rich Avon West,LGA25810,10,76.92,58.08,3,23.08,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f19,2160,SSC22160,Riddells Creek,LGA24130,1214,57.73,58.08,730,34.71,32.02,83,3.95,3.19,76,3.61,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f1a,23,SSC20023,Allambee,LGA20830,3,20,58.08,8,53.33,32.02,0,0,3.19,4,26.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f1b,2175,SSC22175,Rocklands,LGA26260,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f1c,2772,SSC22772,Willangie,LGA21270,10,62.5,58.08,6,37.5,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f1d,2773,SSC22773,Willatook,LGA25490,17,58.62,58.08,7,24.14,32.02,5,17.24,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f1e,2331,SSC22331,St James,LGA24900,31,53.45,58.08,16,27.59,32.02,6,10.34,3.19,5,8.62,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f1f,1088,SSC21088,Gre Gre North,LGA25810,10,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f20,2183,SSC22183,Rose River,LGA26700,6,54.55,58.08,5,45.45,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f21,1344,SSC21344,Kilmore,LGA24850,2035,58.38,58.08,1104,31.67,32.02,141,4.04,3.19,206,5.91,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f22,32,SSC20032,Almurta,LGA20740,16,55.17,58.08,8,27.59,32.02,5,17.24,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f23,2188,SSC22188,Rosedale,LGA26810,428,58.39,58.08,206,28.1,32.02,40,5.46,3.19,59,8.05,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f24,2361,SSC22361,Strathbogie,LGA26430,60,45.45,58.08,54,40.91,32.02,11,8.33,3.19,7,5.3,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f25,2191,SSC22191,Roslynmead,LGA21370,19,65.52,58.08,10,34.48,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f26,2644,SSC22644,Wallacedale,LGA22410,38,63.33,58.08,18,30,32.02,0,0,3.19,4,6.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f27,24,SSC20024,Allambee Reserve,LGA20830,19,65.52,58.08,10,34.48,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f28,2195,SSC22195,Rowsley,LGA25150,52,48.15,58.08,47,43.52,32.02,4,3.7,3.19,5,4.63,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f29,2232,SSC22232,Scotchmans Lead,LGA20570,28,52.83,58.08,25,47.17,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f2a,177,SSC20177,Bearii,LGA24900,22,48.89,58.08,18,40,32.02,0,0,3.19,5,11.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f2b,2207,SSC22207,Ryans,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f2c,33,SSC20033,Alphington,LGA27350,1730,58.74,58.08,997,33.85,32.02,75,2.55,3.19,143,4.86,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f2d,770,SSC20770,Dooen,LGA23190,82,58.99,58.08,48,34.53,32.02,6,4.32,3.19,3,2.16,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f2e,26,SSC20026,Allans Flat,LGA23350,86,55.84,58.08,56,36.36,32.02,7,4.55,3.19,5,3.25,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f2f,2221,SSC22221,Sandhurst,LGA22170,1764,62.58,58.08,823,29.19,32.02,112,3.97,3.19,120,4.26,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f30,2217,SSC22217,Samaria,LGA21010,15,78.95,58.08,4,21.05,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f31,2219,SSC22219,Sandford,LGA22410,35,56.45,58.08,19,30.65,32.02,5,8.06,3.19,3,4.84,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f32,2875,SSC22875,Yalca,LGA24900,71,68.93,58.08,27,26.21,32.02,0,0,3.19,5,4.85,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f33,182,SSC20182,Beazleys Bridge,LGA25810,7,53.85,58.08,6,46.15,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f34,2267,SSC22267,Sherbrooke,LGA27450,66,49.25,58.08,61,45.52,32.02,0,0,3.19,7,5.22,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f35,1523,SSC21523,Londrigan,LGA26700,43,52.44,58.08,31,37.8,32.02,4,4.88,3.19,4,4.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f36,30,SSC20030,Alma,LGA21670,39,50.65,58.08,20,25.97,32.02,6,7.79,3.19,12,15.58,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f37,2226,SSC22226,Sargood,LGA26810,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f38,2668,SSC22668,Wangaratta South,LGA26700,152,58.69,58.08,91,35.14,32.02,7,2.7,3.19,9,3.47,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f39,2231,SSC22231,Scoresby,LGA23670,1835,58.48,58.08,1012,32.25,32.02,79,2.52,3.19,212,6.76,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f3a,1930,SSC21930,Niddrie,LGA25060,1820,62.18,58.08,870,29.72,32.02,109,3.72,3.19,128,4.37,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f3b,1927,SSC21927,Nhill,LGA22980,605,61.36,58.08,305,30.93,32.02,40,4.06,3.19,36,3.65,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f3c,2753,SSC22753,Whipstick,LGA22620,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f3d,2243,SSC22243,Sebastian,LGA22620,54,59.34,58.08,27,29.67,32.02,3,3.3,3.19,7,7.69,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f3e,2245,SSC22245,Seddon,LGA24330,1921,63.27,58.08,833,27.44,32.02,108,3.56,3.19,174,5.73,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f3f,1938,SSC21938,Nirranda East,LGA25490,8,72.73,58.08,3,27.27,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f40,1023,SSC21023,Glenhope East,LGA24850,0,0,58.08,6,100,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f41,2333,SSC22333,St Kilda East,LGA25900,4978,64.89,58.08,2153,28.06,32.02,178,2.32,3.19,363,4.73,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f42,27,SSC20027,Allansford,LGA26730,432,56.1,58.08,263,34.16,32.02,47,6.1,3.19,28,3.64,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f43,2236,SSC22236,Seabrook,LGA23110,1577,61.17,58.08,723,28.04,32.02,71,2.75,3.19,207,8.03,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f44,2237,SSC22237,Seacombe,LGA26810,4,57.14,58.08,3,42.86,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f45,34,SSC20034,Altona,LGA23110,3306,62.15,58.08,1541,28.97,32.02,157,2.95,3.19,315,5.92,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f46,35,SSC20035,Altona Meadows,LGA23110,5705,60,58.08,2745,28.87,32.02,293,3.08,3.19,766,8.06,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f47,2251,SSC22251,Serviceton,LGA26890,48,68.57,58.08,19,27.14,32.02,3,4.29,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f48,1001,SSC21001,Glen Forbes,LGA20740,40,56.34,58.08,19,26.76,32.02,9,12.68,3.19,3,4.23,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f49,2253,SSC22253,Seville East,LGA27450,244,57.41,58.08,147,34.59,32.02,19,4.47,3.19,15,3.53,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f4a,2337,SSC22337,Staffordshire Reef,LGA22490,4,44.44,58.08,5,55.56,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f4b,2255,SSC22255,Shady Creek,LGA20830,64,64,58.08,30,30,32.02,3,3,3.19,3,3,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f4c,2307,SSC22307,Speed,LGA27630,20,60.61,58.08,10,30.3,32.02,0,0,3.19,3,9.09,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f4d,37,SSC20037,Alvie,LGA21750,39,67.24,58.08,19,32.76,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f4e,1965,SSC21965,Nowie,LGA26610,9,64.29,58.08,5,35.71,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f4f,39,SSC20039,Amor,LGA20830,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f50,1004,SSC21004,Glen Park,LGA20570,36,65.45,58.08,19,34.55,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f51,2334,SSC22334,St Kilda West,LGA25900,1275,67.46,58.08,462,24.44,32.02,57,3.02,3.19,96,5.08,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f52,2234,SSC22234,Scotts Creek,LGA21830,78,59.54,58.08,41,31.3,32.02,9,6.87,3.19,3,2.29,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f53,1025,SSC21025,Glenlee,LGA22980,34,70.83,58.08,14,29.17,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f54,2463,SSC22463,Teal Point,LGA22250,12,46.15,58.08,11,42.31,32.02,3,11.54,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f55,2270,SSC22270,Silvan,LGA27450,360,56.25,58.08,232,36.25,32.02,31,4.84,3.19,17,2.66,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f56,2859,SSC22859,Wurdiboluc,LGA26490,40,62.5,58.08,24,37.5,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f57,2584,SSC22584,Tylden,LGA24130,163,57.8,58.08,103,36.52,32.02,7,2.48,3.19,9,3.19,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f58,2585,SSC22585,Tynong,LGA21450,124,57.67,58.08,69,32.09,32.02,7,3.26,3.19,15,6.98,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f59,2428,SSC22428,Tandarra,LGA23940,26,86.67,58.08,4,13.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f5a,2365,SSC22365,Strathfieldsaye,LGA22620,1511,54.51,58.08,1028,37.09,32.02,124,4.47,3.19,109,3.93,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f5b,2275,SSC22275,Skenes Creek,LGA21750,22,34.38,58.08,36,56.25,32.02,3,4.69,3.19,3,4.69,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2f5c,2278,SSC22278,Skinners Flat,LGA23940,6,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
